"#Chr	"	"Pos	"	"Alt Count	"	"Ref Count	"	"Read Depth	"	"Ratio	"
II	6266034	1	9	10	0.5
II	6266049	1	9	10	0.5
II	6266497	1	9	10	0.5
II	6267340	1	6	7	0.5
II	6269204	1	8	9	0.5
II	6269505	1	6	7	0.5
II	6270697	1	8	9	0.5
II	6270906	2	5	7	0.5
II	6270932	1	7	8	0.5
II	6271920	1	6	7	0.5
II	6273763	1	9	10	0.5
II	6273821	1	9	10	0.5
II	6273825	1	9	10	0.5
II	6275917	1	6	7	0.5
II	6281155	1	6	7	0.5
II	6281159	1	7	8	0.5
II	6281584	4	5	9	0.5
II	6284331	1	6	7	0.5
II	6284409	1	6	7	0.5
II	6290464	3	4	7	0.5
II	6290920	1	7	8	0.5
II	6290938	1	6	7	0.5
II	6291623	1	6	7	0.5
II	6291627	1	6	7	0.5
II	6291664	1	7	8	0.5
II	6291725	1	7	8	0.5
II	6291763	1	6	7	0.5
II	6291769	1	6	7	0.5
II	6296624	1	6	7	0.5
II	6297004	2	5	7	0.5
II	6297010	2	5	7	0.5
II	6298764	1	6	7	0.5
II	6306807	1	6	7	0.5
II	6306987	1	6	7	0.5
II	6307768	1	6	7	0.5
II	6307789	1	7	8	0.5
II	6313546	6	1	7	0.5
II	6317636	1	6	7	0.5
II	6319216	1	9	10	0.5
II	6320104	1	7	8	0.5
II	6320109	1	7	8	0.5
II	6320153	1	6	7	0.5
II	6320327	1	8	9	0.5
II	6320601	1	7	8	0.5
II	6320632	1	6	7	0.5
II	6321009	1	6	7	0.5
II	6321907	1	7	8	0.5
II	6322865	1	8	9	0.5
II	6327618	1	6	7	0.5
II	6327648	1	7	8	0.5
II	6328422	1	6	7	0.5
II	6328460	1	6	7	0.5
II	6328644	1	6	7	0.5
II	6330342	1	8	9	0.5
II	6330346	1	7	8	0.5
II	6330400	1	6	7	0.5
II	6331152	1	8	9	0.5
II	6331341	5	9	14	0.5
II	6331464	2	11	13	0.5
II	6331602	1	10	11	0.5
II	6332102	1	9	10	0.5
II	6333300	1	9	10	0.5
II	6333556	1	9	10	0.5
II	6334316	1	6	7	0.5
II	6335094	1	6	7	0.5
II	6335302	4	9	13	0.5
II	6336295	1	6	7	0.5
II	6336403	5	3	8	0.5
II	6336473	1	7	8	0.5
II	6338017	1	6	7	0.5
II	6338345	2	5	7	0.5
II	6339624	1	10	11	0.5
II	6339716	1	6	7	0.5
II	6340003	1	8	9	0.5
II	6341145	1	7	8	0.5
II	6341372	1	6	7	0.5
II	6342054	2	8	10	0.5
II	6343608	1	8	9	0.5
II	6345064	1	6	7	0.5
II	6345501	1	6	7	0.5
II	6346903	1	8	9	0.5
II	6347059	1	6	7	0.5
II	6347698	3	5	8	0.5
II	6348750	4	4	8	0.5
II	6353073	1	10	11	0.5
II	6353143	2	7	9	0.5
II	6353172	1	6	7	0.5
II	6355855	1	6	7	0.5
II	6358019	1	6	7	0.5
II	6358196	1	8	9	0.5
II	6360219	1	8	9	0.5
II	6360743	1	6	7	0.5
II	6361107	2	8	10	0.5
II	6361165	1	8	9	0.5
II	6361167	1	8	9	0.5
II	6361170	1	8	9	0.5
II	6361350	4	9	13	0.5
II	6361693	2	8	10	0.5
II	6362494	1	7	8	0.5
II	6363357	4	5	9	0.5
II	6363670	1	7	8	0.5
II	6363728	1	7	8	0.5
II	6364002	1	7	8	0.5
II	6364071	1	8	9	0.5
II	6364174	1	7	8	0.5
II	6364660	1	8	9	0.5
II	6365311	1	6	7	0.5
II	6365335	2	5	7	0.5
II	6365349	1	8	9	0.5
II	6365361	1	8	9	0.5
II	6365476	1	6	7	0.5
II	6366327	1	7	8	0.5
II	6366578	2	5	7	0.5
II	6366860	2	5	7	0.5
II	6367463	1	7	8	0.5
II	6370385	1	7	8	0.5
II	6370431	2	9	11	0.5
II	6372563	1	7	8	0.5
II	6372718	7	8	15	0.5
II	6376099	1	6	7	0.5
II	6376213	1	6	7	0.5
II	6376334	1	6	7	0.5
II	6376525	1	6	7	0.5
II	6376636	1	7	8	0.5
II	6377270	1	6	7	0.5
II	6377333	1	7	8	0.5
II	6377898	1	8	9	0.5
II	6383276	1	7	8	0.5
II	6383399	1	6	7	0.5
II	6385042	1	7	8	0.5
II	6386282	1	6	7	0.5
II	6386888	1	8	9	0.5
II	6387268	1	6	7	0.5
II	6387281	1	6	7	0.5
II	6393454	1	10	11	0.5
II	6393552	7	8	15	0.5
II	6395284	3	4	7	0.5
II	6395577	1	7	8	0.5
II	6395582	1	6	7	0.5
II	6396693	1	6	7	0.5
II	6397688	1	6	7	0.5
II	6400837	1	6	7	0.5
II	6400842	1	6	7	0.5
II	6405760	1	6	7	0.5
II	6406372	8	8	16	0.5
II	6406692	1	7	8	0.5
II	6407442	4	3	7	0.5
II	6407880	2	9	11	0.5
II	6408658	1	8	9	0.5
II	6408662	1	7	8	0.5
II	6409186	2	6	8	0.5
II	6409751	1	6	7	0.5
II	6410721	1	8	9	0.5
II	6411941	1	7	8	0.5
II	6413042	1	9	10	0.5
II	6413259	1	6	7	0.5
II	6413496	1	7	8	0.5
II	6413515	3	5	8	0.5
II	6413990	1	9	10	0.5
II	6414125	1	6	7	0.5
II	6414154	1	8	9	0.5
II	6414844	1	8	9	0.5
II	6414862	1	10	11	0.5
II	6414986	1	10	11	0.5
II	6415520	2	5	7	0.5
II	6415890	1	7	8	0.5
II	6416097	1	6	7	0.5
II	6416969	1	6	7	0.5
II	6418539	1	7	8	0.5
II	6418580	1	6	7	0.5
II	6419272	1	6	7	0.5
II	6419518	1	6	7	0.5
II	6419625	1	8	9	0.5
II	6420495	1	6	7	0.5
II	6421194	2	7	9	0.5
II	6421200	2	6	8	0.5
II	6421827	1	6	7	0.5
II	6421830	1	7	8	0.5
II	6421832	1	7	8	0.5
II	6423802	1	8	9	0.5
II	6423956	2	6	8	0.5
II	6424325	2	5	7	0.5
II	6425328	1	6	7	0.5
II	6425840	1	6	7	0.5
II	6425957	1	6	7	0.5
II	6426320	1	6	7	0.5
II	6426501	1	7	8	0.5
II	6426526	1	8	9	0.5
II	6426971	7	8	15	0.5
II	6427442	6	4	10	0.5
II	6427464	1	8	9	0.5
II	6427522	1	8	9	0.5
II	6427795	1	7	8	0.5
II	6427994	1	9	10	0.5
II	6429277	1	6	7	0.5
II	6430713	1	7	8	0.5
II	6430734	1	7	8	0.5
II	6430767	1	7	8	0.5
II	6430794	1	7	8	0.5
II	6431055	1	6	7	0.5
II	6433370	1	7	8	0.5
II	6433375	1	7	8	0.5
II	6433380	1	7	8	0.5
II	6434476	1	6	7	0.5
II	6435011	3	14	17	0.5
II	6437398	1	8	9	0.5
II	6439204	3	5	8	0.5
II	6439260	1	9	10	0.5
II	6439710	1	7	8	0.5
II	6439974	1	9	10	0.5
II	6440287	1	9	10	0.5
II	6440327	1	6	7	0.5
II	6440998	1	9	10	0.5
II	6441039	1	6	7	0.5
II	6442788	1	8	9	0.5
II	6442946	1	6	7	0.5
II	6443102	1	9	10	0.5
II	6448301	2	6	8	0.5
II	6450060	1	7	8	0.5
II	6454362	1	8	9	0.5
II	6454369	1	9	10	0.5
II	6454427	1	8	9	0.5
II	6454430	1	8	9	0.5
II	6454433	1	7	8	0.5
II	6454562	1	6	7	0.5
II	6454611	1	9	10	0.5
II	6455792	1	8	9	0.5
II	6459363	1	6	7	0.5
II	6459995	1	7	8	0.5
II	6460015	1	6	7	0.5
II	6460247	1	6	7	0.5
II	6460620	1	7	8	0.5
II	6461221	1	6	7	0.5
II	6462130	1	7	8	0.5
II	6462133	1	7	8	0.5
II	6462424	3	7	10	0.5
II	6462699	7	3	10	0.5
II	6464008	1	7	8	0.5
II	6464123	1	7	8	0.5
II	6464352	1	8	9	0.5
II	6464356	1	7	8	0.5
II	6464358	1	7	8	0.5
II	6464562	1	7	8	0.5
II	6465214	1	6	7	0.5
II	6465702	2	12	14	0.5
II	6467715	1	7	8	0.5
II	6467935	1	6	7	0.5
II	6468032	1	6	7	0.5
II	6468489	3	6	9	0.5
II	6469083	1	7	8	0.5
II	6469092	1	7	8	0.5
II	6469761	1	6	7	0.5
II	6471017	1	6	7	0.5
II	6471020	1	6	7	0.5
II	6471927	1	6	7	0.5
II	6471959	1	9	10	0.5
II	6472526	1	10	11	0.5
II	6475027	1	9	10	0.5
II	6475330	1	9	10	0.5
II	6475334	1	9	10	0.5
II	6475456	1	9	10	0.5
II	6478693	1	6	7	0.5
II	6478914	1	6	7	0.5
II	6480116	1	8	9	0.5
II	6481144	1	6	7	0.5
II	6481464	2	7	9	0.5
II	6483173	1	8	9	0.5
II	6483513	1	7	8	0.5
II	6483659	1	7	8	0.5
II	6484100	1	7	8	0.5
II	6484110	1	8	9	0.5
II	6484117	2	8	10	0.5
II	6484134	1	7	8	0.5
II	6484480	1	6	7	0.5
II	6485473	1	7	8	0.5
II	6485522	1	6	7	0.5
II	6485527	1	7	8	0.5
II	6485946	2	7	9	0.5
II	6486570	2	5	7	0.5
II	6486901	1	7	8	0.5
II	6486905	1	7	8	0.5
II	6486907	1	7	8	0.5
II	6486909	1	7	8	0.5
II	6487004	1	7	8	0.5
II	6487357	2	6	8	0.5
II	6487876	1	8	9	0.5
II	6487956	1	6	7	0.5
II	6488410	1	7	8	0.5
II	6488544	1	6	7	0.5
II	6490428	1	6	7	0.5
II	6491614	1	10	11	0.5
II	6492442	1	6	7	0.5
II	6492711	1	8	9	0.5
II	6493011	1	8	9	0.5
II	6493120	4	5	9	0.5
II	6493446	1	7	8	0.5
II	6493636	1	7	8	0.5
II	6494487	1	8	9	0.5
II	6494489	1	8	9	0.5
II	6495108	1	6	7	0.5
II	6495145	1	6	7	0.5
II	6495522	1	6	7	0.5
II	6496115	1	6	7	0.5
II	6496935	1	6	7	0.5
II	6497161	1	8	9	0.5
II	6497426	1	7	8	0.5
II	6497481	1	7	8	0.5
II	6498840	1	6	7	0.5
II	6498843	1	6	7	0.5
II	6498847	1	6	7	0.5
II	6499952	1	6	7	0.5
II	6499954	1	6	7	0.5
II	6502825	1	6	7	0.5
II	6503981	1	6	7	0.5
II	6504843	2	5	7	0.5
II	6505206	6	9	15	0.5
II	6505238	4	11	15	0.5
II	6505240	3	10	13	0.5
II	6505523	1	6	7	0.5
II	6505588	1	8	9	0.5
II	6506012	7	15	22	0.5
II	6506296	7	14	21	0.5
II	6506308	6	11	17	0.5
II	6508168	32	6	38	0.5
II	6508256	37	13	50	0.5
II	6508281	14	37	51	0.5
II	6508401	22	40	62	0.5
II	6508549	10	7	17	0.5
II	6508562	3	7	10	0.5
II	6508565	3	8	11	0.5
II	6508583	2	9	11	0.5
II	6508727	1	8	9	0.5
II	6508903	1	8	9	0.5
II	6509353	2	6	8	0.5
II	6509368	1	7	8	0.5
II	6510189	1	8	9	0.5
II	6510256	1	6	7	0.5
II	6510862	1	7	8	0.5
II	6510894	1	8	9	0.5
II	6512194	1	6	7	0.5
II	6514583	1	7	8	0.5
II	6514730	1	8	9	0.5
II	6515171	1	8	9	0.5
II	6515294	1	7	8	0.5
II	6515301	1	7	8	0.5
II	6515322	1	7	8	0.5
II	6515352	1	7	8	0.5
II	6517722	3	12	15	0.5
II	6517758	1	6	7	0.5
II	6517902	1	7	8	0.5
II	6518050	1	6	7	0.5
II	6518076	1	7	8	0.5
II	6518095	1	8	9	0.5
II	6518111	1	8	9	0.5
II	6518311	1	7	8	0.5
II	6519477	1	6	7	0.5
II	6519509	1	6	7	0.5
II	6519529	1	7	8	0.5
II	6520330	1	7	8	0.5
II	6520588	1	8	9	0.5
II	6520592	1	7	8	0.5
II	6520831	1	10	11	0.5
II	6521895	1	6	7	0.5
II	6522237	1	6	7	0.5
II	6522798	1	8	9	0.5
II	6523172	1	9	10	0.5
II	6523956	1	7	8	0.5
II	6524038	1	8	9	0.5
II	6524256	1	6	7	0.5
II	6524473	1	6	7	0.5
II	6525390	1	7	8	0.5
II	6525685	1	8	9	0.5
II	6526174	1	8	9	0.5
II	6526176	1	8	9	0.5
II	6534783	1	7	8	0.5
II	6537593	1	6	7	0.5
II	6537617	3	6	9	0.5
II	6540316	1	6	7	0.5
II	6540320	1	6	7	0.5
II	6545038	1	7	8	0.5
II	6553474	1	8	9	0.5
II	6554664	1	7	8	0.5
II	6554671	1	8	9	0.5
II	6557845	1	6	7	0.5
II	6559370	4	6	10	0.5
II	6559450	1	6	7	0.5
II	6559468	1	7	8	0.5
II	6559693	1	6	7	0.5
II	6560328	1	6	7	0.5
II	6560359	1	8	9	0.5
II	6560812	1	7	8	0.5
II	6561456	1	7	8	0.5
II	6562824	1	7	8	0.5
II	6565132	1	8	9	0.5
II	6565810	2	9	11	0.5
II	6569991	1	6	7	0.5
II	6573563	2	7	9	0.5
II	6573961	1	6	7	0.5
II	6575355	1	8	9	0.5
II	6576202	1	6	7	0.5
II	6576211	1	6	7	0.5
II	6577669	1	8	9	0.5
II	6578316	1	6	7	0.5
II	6579875	1	7	8	0.5
II	6583151	3	6	9	0.5
II	6584395	1	8	9	0.5
II	6584411	1	8	9	0.5
II	6585275	1	7	8	0.5
II	6586877	1	6	7	0.5
II	6587683	1	7	8	0.5
II	6587853	1	7	8	0.5
II	6589022	1	6	7	0.5
II	6589249	1	8	9	0.5
II	6590165	1	7	8	0.5
II	6590818	1	6	7	0.5
II	6594622	1	7	8	0.5
II	6594681	1	7	8	0.5
II	6596151	1	7	8	0.5
II	6596212	1	6	7	0.5
II	6596215	1	6	7	0.5
II	6598554	1	6	7	0.5
II	6598559	1	7	8	0.5
II	6598561	1	7	8	0.5
II	6607682	1	7	8	0.5
II	6608913	1	7	8	0.5
II	6611221	1	8	9	0.5
II	6611571	2	6	8	0.5
II	6613502	1	10	11	0.5
II	6614965	1	6	7	0.5
II	6615462	8	1	9	1.0
II	6616597	1	7	8	0.5
II	6616605	1	8	9	0.5
II	6617290	1	6	7	0.5
II	6617387	1	7	8	0.5
II	6618091	1	9	10	0.5
II	6618094	1	10	11	0.5
II	6618548	2	5	7	0.5
II	6618690	2	7	9	0.5
II	6619136	1	6	7	0.5
II	6619961	1	10	11	0.5
II	6620166	1	9	10	0.5
II	6620513	2	11	13	0.5
II	6621676	1	7	8	0.5
II	6622163	1	6	7	0.5
II	6622267	1	6	7	0.5
II	6622668	1	6	7	0.5
II	6623146	1	6	7	0.5
II	6624504	1	6	7	0.5
II	6625402	1	9	10	0.5
II	6625661	1	8	9	0.5
II	6625663	1	8	9	0.5
II	6625666	1	8	9	0.5
II	6629000	1	9	10	0.5
II	6629003	1	9	10	0.5
II	6629005	1	9	10	0.5
II	6630171	1	6	7	0.5
II	6630175	1	6	7	0.5
II	6630178	1	6	7	0.5
II	6634781	1	7	8	0.5
II	6634824	2	6	8	0.5
II	6634830	1	7	8	0.5
II	6636142	1	6	7	0.5
II	6636149	1	6	7	0.5
II	6637845	1	9	10	0.5
II	6638013	1	7	8	0.5
II	6638134	1	6	7	0.5
II	6638803	1	8	9	0.5
II	6638882	1	7	8	0.5
II	6639273	3	4	7	0.5
II	6639301	1	8	9	0.5
II	6639984	5	2	7	0.5
II	6641330	2	8	10	0.5
II	6641809	1	6	7	0.5
II	6641886	1	7	8	0.5
II	6642282	1	6	7	0.5
II	6642438	1	10	11	0.5
II	6642959	1	6	7	0.5
II	6643354	1	7	8	0.5
II	6644372	1	9	10	0.5
II	6644461	3	5	8	0.5
II	6645010	1	6	7	0.5
II	6645295	1	9	10	0.5
II	6645387	5	7	12	0.5
II	6645566	5	9	14	0.5
II	6646333	1	9	10	0.5
II	6646426	1	8	9	0.5
II	6646646	1	8	9	0.5
II	6646699	1	8	9	0.5
II	6646701	1	8	9	0.5
II	6647167	2	7	9	0.5
II	6647896	1	8	9	0.5
II	6649104	1	6	7	0.5
II	6649721	1	6	7	0.5
II	6652047	1	6	7	0.5
II	6657514	1	8	9	0.5
II	6661549	1	6	7	0.5
II	6661553	1	6	7	0.5
II	6661557	1	6	7	0.5
II	6664325	2	5	7	0.5
II	6665579	1	6	7	0.5
II	6666003	1	7	8	0.5
II	6669310	1	7	8	0.5
II	6669786	1	7	8	0.5
II	6670301	5	6	11	0.5
II	6672390	1	6	7	0.5
II	6672916	1	6	7	0.5
II	6673000	1	7	8	0.5
II	6673338	1	6	7	0.5
II	6674310	1	8	9	0.5
II	6676182	1	8	9	0.5
II	6677438	1	7	8	0.5
II	6678595	1	7	8	0.5
II	6678711	1	6	7	0.5
II	6681061	1	6	7	0.5
II	6681063	1	6	7	0.5
II	6681065	1	6	7	0.5
II	6681506	1	9	10	0.5
II	6681873	1	7	8	0.5
II	6683709	1	6	7	0.5
II	6684006	1	6	7	0.5
II	6684492	1	8	9	0.5
II	6684820	1	8	9	0.5
II	6686120	1	6	7	0.5
II	6686395	1	6	7	0.5
II	6686689	5	7	12	0.5
II	6687824	1	6	7	0.5
II	6688678	1	7	8	0.5
II	6689085	2	7	9	0.5
II	6689087	1	8	9	0.5
II	6689218	1	7	8	0.5
II	6690335	1	7	8	0.5
II	6690342	1	6	7	0.5
II	6690562	1	7	8	0.5
II	6691083	1	8	9	0.5
II	6692235	7	7	14	0.5
II	6692525	1	7	8	0.5
II	6692561	1	7	8	0.5
II	6692881	1	6	7	0.5
II	6694067	1	7	8	0.5
II	6695567	1	7	8	0.5
II	6696796	1	6	7	0.5
II	6696820	1	7	8	0.5
II	6698367	1	7	8	0.5
II	6700005	1	7	8	0.5
II	6700008	1	7	8	0.5
II	6700035	1	6	7	0.5
II	6701551	1	6	7	0.5
II	6702158	1	7	8	0.5
II	6702726	1	6	7	0.5
II	6703327	1	10	11	0.5
II	6703403	1	7	8	0.5
II	6703533	1	9	10	0.5
II	6703950	1	6	7	0.5
II	6703967	1	8	9	0.5
II	6704666	1	6	7	0.5
II	6705505	1	6	7	0.5
II	6706911	1	6	7	0.5
II	6708041	1	7	8	0.5
II	6708235	2	5	7	0.5
II	6708290	1	8	9	0.5
II	6708973	3	8	11	0.5
II	6709278	1	6	7	0.5
II	6709282	1	6	7	0.5
II	6709283	1	6	7	0.5
II	6709936	1	9	10	0.5
II	6710044	1	7	8	0.5
II	6711702	1	7	8	0.5
II	6711704	1	8	9	0.5
II	6711741	1	7	8	0.5
II	6712001	1	9	10	0.5
II	6713632	1	8	9	0.5
II	6713764	1	7	8	0.5
II	6714286	1	10	11	0.5
II	6715640	3	10	13	0.5
II	6716865	1	7	8	0.5
II	6718782	1	8	9	0.5
II	6719341	10	4	14	0.5
II	6719971	1	8	9	0.5
II	6720003	1	7	8	0.5
II	6720307	1	7	8	0.5
II	6720930	1	6	7	0.5
II	6720961	1	9	10	0.5
II	6721812	7	0	7	1.0
II	6722457	1	6	7	0.5
II	6722865	2	6	8	0.5
II	6724047	1	6	7	0.5
II	6724470	1	6	7	0.5
II	6726078	1	7	8	0.5
II	6729005	1	6	7	0.5
II	6729095	1	6	7	0.5
II	6731856	5	7	12	0.5
II	6741089	1	6	7	0.5
II	6741092	1	6	7	0.5
II	6758981	1	7	8	0.5
II	6761843	1	6	7	0.5
II	6761848	1	6	7	0.5
II	6761902	1	6	7	0.5
II	6764745	3	6	9	0.5
II	6764785	4	5	9	0.5
II	6764823	3	7	10	0.5
II	6764931	1	7	8	0.5
II	6764975	1	6	7	0.5
II	6768836	1	8	9	0.5
II	6769527	1	6	7	0.5
II	6769552	4	3	7	0.5
II	6769564	4	4	8	0.5
II	6771597	1	7	8	0.5
II	6771698	5	3	8	0.5
II	6773215	1	6	7	0.5
II	6775594	7	0	7	1.0
II	6775816	7	2	9	0.5
II	6775986	1	6	7	0.5
II	6776595	7	0	7	1.0
II	6777946	1	7	8	0.5
II	6779213	1	7	8	0.5
II	6779351	3	9	12	0.5
II	6779372	1	6	7	0.5
II	6779797	1	6	7	0.5
II	6779871	1	6	7	0.5
II	6780030	5	2	7	0.5
II	6780795	1	7	8	0.5
II	6780866	1	6	7	0.5
II	6781404	1	6	7	0.5
II	6782123	1	9	10	0.5
II	6782720	5	10	15	0.5
II	6782906	1	7	8	0.5
II	6782934	3	9	12	0.5
II	6783049	1	7	8	0.5
II	6783094	2	6	8	0.5
II	6783877	1	6	7	0.5
II	6784517	5	7	12	0.5
II	6784813	1	8	9	0.5
II	6785174	1	6	7	0.5
II	6786042	1	7	8	0.5
II	6786411	1	7	8	0.5
II	6787172	1	6	7	0.5
II	6788202	1	7	8	0.5
II	6790205	1	6	7	0.5
II	6791918	6	7	13	0.5
II	6799303	1	7	8	0.5
II	6799305	1	8	9	0.5
II	6800365	1	7	8	0.5
II	6803546	1	6	7	0.5
II	6804295	1	6	7	0.5
II	6808420	1	7	8	0.5
II	6808578	1	7	8	0.5
II	6810250	1	6	7	0.5
II	6811808	2	6	8	0.5
II	6812605	1	8	9	0.5
II	6812708	4	9	13	0.5
II	6813189	1	6	7	0.5
II	6815511	2	5	7	0.5
II	6815573	1	6	7	0.5
II	6816246	4	3	7	0.5
II	6818389	1	6	7	0.5
II	6819098	5	5	10	0.5
II	6819112	1	8	9	0.5
II	6819115	1	8	9	0.5
II	6819123	7	3	10	0.5
II	6820026	5	3	8	0.5
II	6820209	4	7	11	0.5
II	6820215	5	7	12	0.5
II	6821278	1	7	8	0.5
II	6822405	1	7	8	0.5
II	6822535	1	6	7	0.5
II	6823312	1	6	7	0.5
II	6823963	1	7	8	0.5
II	6824040	4	4	8	1.0
II	6824077	1	7	8	0.5
II	6824080	2	6	8	0.5
II	6824221	1	7	8	0.5
II	6824547	1	8	9	0.5
II	6824608	1	6	7	0.5
II	6824663	1	6	7	0.5
II	6825191	4	5	9	0.5
II	6825354	1	6	7	0.5
II	6825820	5	6	11	0.5
II	6826258	1	7	8	0.5
II	6826335	2	5	7	0.5
II	6827279	1	9	10	0.5
II	6827403	1	7	8	0.5
II	6827894	6	10	16	0.5
II	6828549	1	10	11	0.5
II	6829296	5	5	10	0.5
II	6829889	1	9	10	0.5
II	6830772	4	7	11	0.5
II	6831121	1	7	8	0.5
II	6831138	1	8	9	0.5
II	6831294	5	3	8	0.5
II	6832511	5	8	13	0.5
II	6832542	1	7	8	0.5
II	6832566	1	8	9	0.5
II	6832568	1	8	9	0.5
II	6833403	9	10	19	0.5
II	6833406	8	12	20	0.5
II	6833536	2	6	8	0.5
II	6833881	2	5	7	0.5
II	6834602	1	7	8	0.5
II	6834915	6	6	12	0.5
II	6835411	1	6	7	0.5
II	6835762	1	8	9	0.5
II	6835796	4	4	8	0.5
II	6836186	1	6	7	0.5
II	6836629	2	9	11	0.5
II	6836687	1	6	7	0.5
II	6837348	1	6	7	0.5
II	6838305	1	6	7	0.5
II	6838661	2	7	9	0.5
II	6838970	1	6	7	0.5
II	6839143	1	6	7	0.5
II	6839312	1	6	7	0.5
II	6839451	1	8	9	0.5
II	6839643	1	6	7	0.5
II	6840883	1	8	9	0.5
II	6841015	2	5	7	0.5
II	6841100	1	7	8	0.5
II	6841415	1	6	7	0.5
II	6841500	1	8	9	0.5
II	6841517	1	7	8	0.5
II	6842055	1	7	8	0.5
II	6842343	1	6	7	0.5
II	6842840	4	5	9	0.5
II	6842898	5	5	10	0.5
II	6843416	1	7	8	0.5
II	6844156	2	12	14	0.5
II	6844226	6	14	20	0.5
II	6844248	6	12	18	0.5
II	6844332	4	11	15	0.5
II	6844369	2	9	11	0.5
II	6844544	6	3	9	0.5
II	6844672	1	9	10	0.5
II	6846329	1	8	9	0.5
II	6846666	6	13	19	0.5
II	6846741	1	7	8	0.5
II	6846971	4	12	16	0.5
II	6847277	3	8	11	0.5
II	6847762	2	11	13	0.5
II	6848024	3	6	9	0.5
II	6848027	3	5	8	0.5
II	6848029	3	5	8	0.5
II	6848197	1	7	8	0.5
II	6848199	1	7	8	0.5
II	6848842	1	9	10	0.5
II	6849425	3	8	11	0.5
II	6849755	1	6	7	0.5
II	6849757	1	6	7	0.5
II	6851049	1	6	7	0.5
II	6851957	1	7	8	0.5
II	6852330	4	3	7	0.5
II	6852336	1	6	7	0.5
II	6852346	1	6	7	0.5
II	6852540	5	3	8	0.5
II	6852668	5	6	11	0.5
II	6852732	1	8	9	0.5
II	6852974	1	9	10	0.5
II	6852994	1	6	7	0.5
II	6852996	1	6	7	0.5
II	6853000	1	7	8	0.5
II	6853841	4	10	14	0.5
II	6854133	1	6	7	0.5
II	6854292	1	6	7	0.5
II	6854311	2	5	7	0.5
II	6854347	1	6	7	0.5
II	6854349	1	6	7	0.5
II	6854403	1	9	10	0.5
II	6858417	1	7	8	0.5
II	6859487	1	8	9	0.5
II	6860729	2	8	10	0.5
II	6864938	1	6	7	0.5
II	6865370	1	6	7	0.5
II	6867838	1	6	7	0.5
II	6867855	1	9	10	0.5
II	6867897	3	5	8	0.5
II	6873227	2	10	12	0.5
II	6881703	1	8	9	0.5
II	6881716	1	7	8	0.5
II	6884946	1	6	7	0.5
II	6885036	3	6	9	0.5
II	6887957	1	8	9	0.5
II	6888007	1	7	8	0.5
II	6889498	5	6	11	0.5
II	6889920	2	5	7	0.5
II	6890583	3	6	9	0.5
II	6890866	1	7	8	0.5
II	6892932	1	6	7	0.5
II	6892938	4	3	7	0.5
II	6893436	1	7	8	0.5
II	6893476	1	9	10	0.5
II	6893547	1	7	8	0.5
II	6893874	3	4	7	0.5
II	6894570	1	6	7	0.5
II	6894596	1	6	7	0.5
II	6894847	1	7	8	0.5
II	6895975	1	6	7	0.5
II	6898659	1	7	8	0.5
II	6903181	1	6	7	0.5
II	6903216	1	6	7	0.5
II	6904627	2	6	8	0.5
II	6904677	1	10	11	0.5
II	6904757	4	8	12	0.5
II	6904867	1	8	9	0.5
II	6904870	2	7	9	0.5
II	6904871	1	8	9	0.5
II	6904886	1	8	9	0.5
II	6904891	1	8	9	0.5
II	6904958	1	9	10	0.5
II	6906380	1	6	7	0.5
II	6906655	4	6	10	0.5
II	6907521	1	6	7	0.5
II	6908745	3	10	13	0.5
II	6909052	1	8	9	0.5
II	6909966	1	8	9	0.5
II	6910091	1	8	9	0.5
II	6910351	1	6	7	0.5
II	6910708	1	6	7	0.5
II	6911622	1	8	9	0.5
II	6913846	1	6	7	0.5
II	6914704	1	7	8	0.5
II	6914831	2	7	9	0.5
II	6914914	1	8	9	0.5
II	6915193	1	7	8	0.5
II	6915262	4	7	11	0.5
II	6915264	1	10	11	0.5
II	6916547	5	4	9	0.5
II	6916879	1	7	8	0.5
II	6917627	1	7	8	0.5
II	6918690	1	6	7	0.5
II	6919173	4	4	8	0.5
II	6919462	3	4	7	0.5
II	6919612	1	7	8	0.5
II	6919679	1	7	8	0.5
II	6920697	1	6	7	0.5
II	6923523	1	7	8	0.5
II	6924333	1	8	9	0.5
II	6925509	1	7	8	0.5
II	6925674	1	6	7	0.5
II	6926604	1	7	8	0.5
II	6926687	4	5	9	0.5
II	6928520	1	6	7	0.5
II	6928549	1	8	9	0.5
II	6928617	1	7	8	0.5
II	6929426	3	4	7	0.5
II	6929452	1	6	7	0.5
II	6929458	1	7	8	0.5
II	6934240	1	6	7	0.5
II	6934248	1	6	7	0.5
II	6934321	6	5	11	0.5
II	6934656	1	6	7	0.5
II	6934671	1	7	8	0.5
II	6934812	1	6	7	0.5
II	6936091	2	8	10	0.5
II	6937295	1	6	7	0.5
II	6937534	1	8	9	0.5
II	6937775	3	10	13	0.5
II	6937918	2	7	9	0.5
II	6937985	5	5	10	0.5
II	6938052	2	12	14	0.5
II	6939840	1	9	10	0.5
II	6940738	1	7	8	0.5
II	6941138	1	8	9	0.5
II	6941268	1	7	8	0.5
II	6941270	1	7	8	0.5
II	6941272	1	7	8	0.5
II	6941274	1	7	8	0.5
II	6941914	1	7	8	0.5
II	6942007	1	8	9	0.5
II	6942932	1	9	10	0.5
II	6943116	2	6	8	0.5
II	6943447	2	9	11	0.5
II	6943701	8	14	22	0.5
II	6943981	1	7	8	0.5
